hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_weekdays_nights,adults,children,babies,meal,city,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel,0,1,2019,March,4,24,0,2,1,0.0,0,Breakfast,Kota Denpasar,Online TA,Corporate,1,0,4,0,No Deposit,240.0,,0,Personal,43.0,0,2,Check-Out
Resort Hotel,0,2,2019,May,9,1,0,1,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,1,0,5,0,No Deposit,,,0,Personal,34.2,0,2,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,2,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,1,No Deposit,,,0,Personal,38.0,1,0,Check-Out
Resort Hotel,0,1,2017,January,47,17,0,2,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,68.0,0,2,Check-Out
Resort Hotel,0,2,2018,March,2,9,1,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,1,0,1,0,No Deposit,240.0,,0,Personal,48.0,0,2,Check-Out
Resort Hotel,0,0,2017,January,47,18,0,1,2,0.0,0,Breakfast,Kota Bogor,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,46.4,1,2,Check-Out
Resort Hotel,0,22,2017,January,47,18,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,1,No Deposit,,62.0,0,Personal,35.0,0,0,Check-Out
Resort Hotel,0,10,2017,January,48,23,1,0,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,1,0,No Deposit,,62.0,0,Personal,35.0,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,16,1,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,337.0,0,Family,38.0,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,16,1,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,337.0,0,Family,38.0,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,16,1,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,337.0,0,Family,38.0,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,16,1,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,337.0,0,Family,38.0,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,16,1,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,337.0,0,Family,38.0,0,0,Check-Out
Resort Hotel,1,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kota Denpasar,Groups,TA/TO,0,1,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Canceled
Resort Hotel,0,1,2017,January,47,19,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Personal,35.0,0,0,Check-Out
Resort Hotel,0,3,2018,July,22,23,0,0,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,0,1,0,No Deposit,,20.0,0,Personal,0.0,0,0,Check-Out
Resort Hotel,0,23,2019,May,13,29,0,3,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,0,2,0,No Deposit,,20.0,0,Personal,48.0,0,0,Check-Out
Resort Hotel,0,27,2019,June,14,2,2,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,0,3,0,No Deposit,,20.0,0,Personal,45.0,0,1,Check-Out
Resort Hotel,0,14,2017,January,47,16,1,3,3,0.0,0,Dinner,Kabupaten Bangka,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,,0,Personal,106.57,0,2,Check-Out
Resort Hotel,0,0,2017,January,47,18,0,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,154.0,0,Personal,25.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,18,0,2,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,0,No Deposit,,88.0,0,Personal,35.0,0,0,Check-Out
Resort Hotel,0,0,2018,July,20,9,1,2,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,1,0,1,0,No Deposit,,88.0,0,Personal,42.0,0,0,Check-Out
Resort Hotel,0,1,2019,August,24,13,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Direct,1,0,2,1,No Deposit,,88.0,0,Personal,75.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,18,0,2,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,184.0,,0,Personal,43.2,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,19,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,1,2018,May,11,8,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,0,1,0,No Deposit,,,0,Personal,40.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,19,0,1,2,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,0,No Deposit,,,0,Personal,43.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,19,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,19,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,43.2,0,1,Check-Out
Resort Hotel,0,1,2017,January,47,18,0,2,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,0,No Deposit,,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,48,25,0,1,2,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,1,0,1,0,No Deposit,,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,17,0,3,1,0.0,0,Breakfast,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,4.0,0,0,Check-Out
Resort Hotel,0,2,2017,January,47,18,0,2,2,0.0,0,Breakfast,Kota Batu,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,48.0,0,1,Check-Out
Resort Hotel,0,5,2017,January,47,17,0,3,2,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,337.0,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,3,2017,January,47,16,1,3,1,0.0,0,Dinner,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,1,17,2017,January,49,30,1,3,1,0.0,0,Breakfast,Kota Denpasar,Offline TA/TO,TA/TO,0,1,0,0,No Deposit,,,0,Family,36.0,0,0,Canceled
Resort Hotel,1,19,2017,February,49,2,0,2,1,0.0,0,Breakfast,Kota Denpasar,Offline TA/TO,TA/TO,0,1,0,0,No Deposit,,,0,Family,36.0,0,0,Canceled
Resort Hotel,1,20,2017,February,49,3,0,1,1,0.0,0,Breakfast,Kota Denpasar,Offline TA/TO,TA/TO,0,1,0,0,No Deposit,,,0,Family,36.0,0,0,Canceled
Resort Hotel,0,1,2017,January,47,18,0,2,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,0,No Deposit,,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,48,25,0,1,2,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,1,0,1,0,No Deposit,,,0,Personal,38.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,18,0,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,1,No Deposit,,88.0,0,Personal,35.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,18,0,2,2,0.0,0,Breakfast,Kota Denpasar,Offline TA/TO,TA/TO,0,0,0,3,No Deposit,127.0,,0,Personal,61.0,0,1,Check-Out
Resort Hotel,0,0,2017,January,47,19,0,1,2,0.0,0,Breakfast,Kota Jakarta Barat,Direct,Direct,0,0,0,0,No Deposit,,,0,Personal,43.0,1,0,Check-Out
Resort Hotel,0,2,2017,January,47,19,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,46.4,0,1,Check-Out
Resort Hotel,0,0,2017,January,47,20,0,1,1,0.0,0,Dinner,Kota Batu,Direct,Direct,0,0,0,2,No Deposit,250.0,,0,Bussiness,123.0,0,0,Check-Out
Resort Hotel,0,2,2017,January,47,18,0,3,2,0.0,0,Breakfast,Kabupaten Bangka,Direct,Direct,0,0,0,2,No Deposit,250.0,,0,Personal,49.0,1,0,Check-Out
Resort Hotel,0,20,2017,January,47,18,0,3,2,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,1,No Deposit,250.0,,0,Personal,56.0,0,1,Check-Out
Resort Hotel,0,20,2017,January,47,18,0,3,2,0.0,0,Breakfast,Kota Batu,Direct,Direct,0,0,0,0,No Deposit,250.0,,0,Personal,56.0,0,1,Check-Out
Resort Hotel,0,0,2017,January,47,16,1,4,3,0.0,0,Breakfast,Kota Batu,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,6.0,,0,Personal,36.4,0,1,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,48,23,1,0,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,1,0,1,1,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2018,April,6,4,0,1,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,1,0,2,0,No Deposit,,20.0,0,Personal,46.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,48,23,1,0,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,1,0,1,1,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,20,0,1,2,0.0,0,Breakfast,Kabupaten Magelang,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,46.4,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,16,1,4,2,0.0,0,Breakfast,Kota Yogyakarta,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,26.0,0,0,Check-Out
Resort Hotel,0,12,2017,January,47,17,0,4,2,0.0,0,Dinner,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,115.0,,0,Personal,65.9,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,4,2017,January,47,20,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,48.0,1,1,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,48,23,1,0,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,1,0,1,1,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2018,April,6,1,1,1,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,1,0,2,0,No Deposit,,20.0,0,Personal,46.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,16,1,4,2,0.0,0,Breakfast,Kota Surabaya,Direct,Direct,0,0,0,0,No Deposit,,,0,Personal,68.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,17,0,4,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,48,23,1,0,1,0.0,0,Dinner,Kota Denpasar,Corporate,Corporate,1,0,1,1,No Deposit,,20.0,0,Family,42.0,0,0,Check-Out
Resort Hotel,0,0,2017,January,47,19,0,2,2,0.0,0,Dinner,Kabupaten Purworejo,Direct,Direct,0,0,0,0,No Deposit,250.0,,0,Personal,98.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,17,0,4,1,0.0,0,Dinner,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,37.7,0,0,Check-Out
Resort Hotel,0,11,2017,January,47,16,1,4,1,0.0,0,Breakfast,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,,0,Personal,27.0,0,0,Check-Out
Resort Hotel,0,7,2017,January,47,20,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,46.4,0,1,Check-Out
Resort Hotel,0,0,2017,January,47,20,0,1,2,0.0,0,Breakfast,Kabupaten Tasikmalaya,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,127.0,,0,Personal,30.5,0,0,Check-Out
Resort Hotel,0,69,2017,January,47,17,0,4,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,29.16,0,0,Check-Out
Resort Hotel,1,7,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,1,No Deposit,,342.0,0,Family,0.0,0,1,Canceled
Resort Hotel,1,1,2017,January,47,21,0,1,1,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,1,No Deposit,,,0,Personal,78.0,0,1,Canceled
Resort Hotel,0,21,2017,January,47,16,1,5,2,0.0,0,Breakfast,Kota Bengkulu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,36.0,,0,Personal,35.46,0,0,Check-Out
Resort Hotel,0,21,2017,January,47,16,1,5,2,0.0,0,Breakfast,Kota Bengkulu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,36.0,,0,Personal,29.34,0,0,Check-Out
Resort Hotel,0,7,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,342.0,0,Family,32.0,0,0,Check-Out
Resort Hotel,0,7,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,342.0,0,Family,32.0,0,0,Check-Out
Resort Hotel,0,7,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,0,No Deposit,,342.0,0,Family,32.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,1,No Deposit,,342.0,0,Family,0.0,0,0,Check-Out
Resort Hotel,0,43,2017,January,47,19,0,3,2,0.0,0,Breakfast,Kota Malang,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,36.0,,0,Personal,32.83,0,0,Check-Out
Resort Hotel,0,4,2017,January,47,20,0,2,2,0.0,0,Breakfast,Kota Bengkulu,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,64.0,1,1,Check-Out
Resort Hotel,0,9,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Complementary,Direct,0,0,0,0,No Deposit,,,0,Personal,0.0,0,1,Check-Out
Resort Hotel,0,2,2019,June,16,22,0,1,2,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,1,0,1,0,No Deposit,,,0,Personal,0.0,1,1,Check-Out
Resort Hotel,0,4,2017,January,47,20,0,2,2,0.0,0,Breakfast,Kota Bengkulu,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,58.0,0,1,Check-Out
Resort Hotel,0,36,2017,January,47,20,0,2,1,0.0,0,Full Board,Kota Batu,Groups,TA/TO,0,0,0,0,No Deposit,38.0,,0,Family,0.0,0,0,Check-Out
Resort Hotel,0,1,2017,January,47,21,0,1,2,0.0,0,Dinner,Kota Denpasar,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,339.0,,0,Personal,55.0,0,0,Check-Out
Resort Hotel,0,6,2017,January,47,15,2,5,2,0.0,0,Dinner,Kota Batu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,69.0,1,0,Check-Out
Resort Hotel,0,53,2017,January,47,20,0,2,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,36.45,0,1,Check-Out
Resort Hotel,0,18,2017,January,47,16,1,5,2,0.0,0,Breakfast,Kabupaten Semarang,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,64.0,1,2,Check-Out
Resort Hotel,0,1,2017,January,48,22,1,0,2,0.0,0,Breakfast,Kabupaten Semarang,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,46.4,0,2,Check-Out
Resort Hotel,0,4,2017,January,47,20,0,2,2,0.0,0,Dinner,Kota Batu,Direct,Direct,0,0,0,1,No Deposit,250.0,,0,Personal,98.0,0,1,Check-Out
Resort Hotel,0,4,2017,January,47,20,0,2,2,0.0,0,Dinner,Kota Batu,Direct,Direct,0,0,0,1,No Deposit,250.0,,0,Personal,98.0,0,1,Check-Out
Resort Hotel,0,5,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Batu,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,58.0,0,1,Check-Out
Resort Hotel,0,5,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,58.0,0,1,Check-Out
Resort Hotel,0,44,2017,January,47,21,0,1,2,0.0,1,Dinner,Kota Denpasar,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,,0,Personal,67.5,0,2,Check-Out
Resort Hotel,0,7,2017,January,47,20,0,2,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,43.2,0,1,Check-Out
Resort Hotel,0,44,2017,January,47,21,0,1,2,0.0,0,Dinner,Kota Denpasar,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,,0,Personal,73.5,1,2,Check-Out
Resort Hotel,0,0,2017,January,47,20,0,2,2,0.0,0,Breakfast,Kota Batu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,339.0,,0,Personal,29.0,0,0,Check-Out
Resort Hotel,0,4,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,64.0,1,1,Check-Out
Resort Hotel,0,4,2018,April,9,26,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,1,0,1,0,No Deposit,240.0,,0,Personal,54.0,1,1,Check-Out
Resort Hotel,0,0,2018,July,19,1,1,0,2,0.0,0,Breakfast,Kota Denpasar,Direct,TA/TO,1,0,2,0,No Deposit,,,0,Personal,115.0,1,1,Check-Out
Resort Hotel,0,0,2019,September,27,2,1,0,2,0.0,0,Breakfast,Kota Denpasar,Direct,TA/TO,1,0,3,0,No Deposit,,,0,Personal,127.0,1,2,Check-Out
Resort Hotel,0,26,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,54.0,1,1,Check-Out
Resort Hotel,0,4,2017,January,47,21,0,1,2,0.0,0,Breakfast,Kota Denpasar,Direct,Direct,0,0,0,0,No Deposit,,,0,Personal,68.0,0,0,Check-Out
Resort Hotel,0,32,2017,January,47,20,0,2,2,0.0,0,Full Board,Kota Denpasar,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,67.5,0,0,Check-Out
Resort Hotel,0,32,2017,January,47,20,0,2,2,0.0,0,Full Board,Kota Denpasar,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,67.5,0,0,Check-Out
Resort Hotel,0,10,2017,January,47,16,1,5,2,0.0,0,Dinner,Kota Malang,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,177.0,,0,Personal,31.4,0,0,Check-Out
Resort Hotel,0,184,2017,January,47,19,1,3,2,0.0,0,Breakfast,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,,0,Personal,26.1,0,0,Check-Out
Resort Hotel,0,119,2017,January,47,16,2,5,2,0.0,0,Breakfast,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,2.0,,0,Contract,33.3,0,1,Check-Out
Resort Hotel,0,3,2017,January,47,19,1,3,2,0.0,0,Breakfast,Kota Batu,Online TA,TA/TO,0,0,0,2,No Deposit,240.0,,0,Personal,48.0,0,1,Check-Out
Resort Hotel,0,5,2017,January,47,21,1,1,2,0.0,0,Breakfast,Kota Yogyakarta,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,58.0,0,1,Check-Out
Resort Hotel,1,7,2017,January,48,23,1,0,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,0,0,0,1,No Deposit,,,0,Personal,34.0,0,0,Canceled
Resort Hotel,0,7,2018,May,10,1,0,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,1,0,0,No Deposit,,,0,Personal,40.0,0,0,Check-Out
Resort Hotel,0,5,2018,July,19,3,0,1,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,1,1,0,No Deposit,,403.0,0,Personal,65.0,0,0,Check-Out
Resort Hotel,0,13,2018,January,47,15,0,2,1,0.0,0,Breakfast,Kota Denpasar,Corporate,Corporate,1,1,2,0,No Deposit,,403.0,0,Personal,35.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Kendal,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,59.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,3,2017,January,47,19,1,3,2,0.0,0,Breakfast,Kabupaten Bangka,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,,0,Personal,32.0,1,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,1,0.0,0,Dinner,Kota Batu,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,0.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Kendal,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,3,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,1,No Deposit,134.0,,0,Family,85.5,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,3,0.0,0,Dinner,Kabupaten Bangka,Groups,TA/TO,0,0,0,1,No Deposit,134.0,,0,Family,85.5,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Kendal,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,289,2017,January,47,20,1,2,2,0.0,0,Dinner,Kabupaten Kendal,Groups,TA/TO,0,0,0,0,No Deposit,134.0,,0,Family,57.0,0,0,Check-Out
Resort Hotel,0,66,2017,January,47,19,1,3,2,0.0,0,Breakfast,Kota Malang,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,,0,Personal,32.4,0,4,Check-Out
Resort Hotel,0,29,2017,January,47,19,1,3,2,0.0,0,Breakfast,Kota Malang,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,115.0,,0,Personal,26.1,0,0,Check-Out
Resort Hotel,1,43,2017,February,53,30,0,3,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,1,0,0,No Deposit,240.0,,0,Personal,119.0,0,2,Canceled
Resort Hotel,1,43,2017,February,53,30,0,3,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,1,0,0,No Deposit,240.0,,0,Personal,119.0,0,2,Canceled
Resort Hotel,1,43,2017,February,53,30,0,3,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,0,1,0,0,No Deposit,240.0,,0,Personal,119.0,0,2,Canceled
Resort Hotel,0,66,2017,January,47,19,1,3,2,0.0,0,Breakfast,Kota Malang,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,,0,Personal,32.4,0,3,Check-Out
Resort Hotel,0,1,2017,January,48,24,0,0,2,0.0,0,Breakfast,Kota Denpasar,Online TA,TA/TO,1,0,0,0,No Deposit,240.0,,0,Personal,0.0,0,1,Check-Out
Resort Hotel,0,62,2017,January,47,18,2,4,1,0.0,0,Undefined,Kota Batu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,313.0,,0,Family,18.5,0,0,Check-Out
Resort Hotel,0,105,2017,January,47,18,2,4,2,0.0,0,Undefined,Kota Batu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,313.0,,65,Family,69.0,0,0,Check-Out
Resort Hotel,0,105,2017,January,47,18,2,4,2,0.0,0,Undefined,Kota Batu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,313.0,,65,Family,69.0,0,0,Check-Out
Resort Hotel,0,105,2017,January,47,18,2,4,2,0.0,0,Undefined,Kota Batu,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,313.0,,65,Family,69.0,0,0,Check-Out
